age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,label
44,Private,123237,Bachelors,13,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
29,Private,100214,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,19,1,40,United-States,<=50K
34,Private,116045,10th,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,125767,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
19,?,87863,11th,7,Never-married,?,Own-child,White,Male,8,0,16,United-States,<=50K
25,Private,167137,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,12,1,40,United-States,<=50K
47,Private,112212,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
36,Private,168262,7th-8th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,8,0,40,United-States,<=50K
36,Private,204778,Some-college,9,Married-civ-spouse,Craft-repair,Husband,White,Male,8,0,40,United-States,<=50K
55,Private,70965,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,1,40,United-States,>50K
33,Private,134193,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,6,0,40,United-States,<=50K
42,Private,188873,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,6,0,48,United-States,>50K
40,Private,87439,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Female,0,1,40,United-States,<=50K
36,Private,144528,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,53,United-States,>50K
38,Private,153456,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
21,Private,114216,9th,5,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
21,Private,225474,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
43,Private,85725,10th,7,Married-civ-spouse,?,Husband,White,Male,0,1,40,United-States,<=50K
48,Private,125894,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
26,Private,106476,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,11,0,40,United-States,<=50K
19,Private,88588,Bachelors,7,Never-married,Sales,Own-child,White,Male,0,1,40,United-States,<=50K
44,Private,89540,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
27,Private,118564,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
19,Private,240430,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,6,1,40,United-States,<=50K
65,Private,94629,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,8,0,40,United-States,>50K
33,Private,92472,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,4,0,40,United-States,<=50K
19,Private,81139,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,6,1,40,United-States,<=50K
27,Private,86303,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,1,40,United-States,<=50K
46,Private,74136,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,19,1,40,United-States,<=50K
19,?,106392,HS-grad,9,Never-married,?,Not-in-family,White,Female,0,0,25,United-States,<=50K
21,Private,62381,Some-college,10,Never-married,Sales,Own-child,White,Male,3,1,40,United-States,<=50K
64,Private,98867,7th-8th,4,Widowed,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
38,Private,196947,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,40,United-States,<=50K
30,Private,98175,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,3,2,40,United-States,<=50K
36,Private,105038,11th,11,Married-civ-spouse,Craft-repair,Husband,White,Male,1,1,40,United-States,<=50K
27,Private,138523,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,5,0,40,United-States,<=50K
23,Private,125371,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,40,United-States,<=50K
32,Private,106347,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
44,Private,114831,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
48,Private,79671,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,1,0,40,United-States,>50K
21,Private,95169,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,2,0,40,United-States,<=50K
27,Private,105585,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
70,Private,120195,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,28,0,40,United-States,<=50K
36,Private,50165,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
32,Private,97576,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1,40,United-States,<=50K
33,Private,61251,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,5,0,40,United-States,<=50K
25,Private,82294,Some-college,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
18,Private,221534,Assoc-voc,11,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
40,Private,134953,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1,40,United-States,<=50K
43,Private,78148,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
44,Private,119873,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2,40,United-States,<=50K
26,Private,100945,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
40,Private,83409,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,40,United-States,>50K
66,?,99270,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,100265,9th,5,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
37,Private,79482,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,4,0,40,United-States,<=50K
24,Private,83951,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,1,1,40,United-States,<=50K
39,Private,185107,Some-college,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,1,40,United-States,<=50K
41,Private,99435,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,40,United-States,>50K
40,Private,106206,10th,6,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
63,Private,59626,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3,0,40,United-States,<=50K
23,Private,125775,Some-college,10,Never-married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
22,Private,92533,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,1,40,United-States,<=50K
26,Private,80953,11th,7,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
24,Private,55033,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
22,Private,114534,Some-college,10,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,8,0,40,United-States,<=50K
48,Private,166303,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
28,Private,84884,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
34,Private,109331,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
26,Private,106166,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
22,Private,120732,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
62,?,157098,HS-grad,9,Widowed,?,Unmarried,White,Female,0,0,26,United-States,<=50K
37,Private,83900,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
23,?,120185,Bachelors,13,Never-married,?,Not-in-family,White,Female,5,0,19,United-States,<=50K
62,?,92563,Prof-school,15,Widowed,?,Wife,White,Female,0,0,10,United-States,<=50K
25,Private,67740,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,2,0,40,United-States,<=50K
57,Private,172619,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,1,40,United-States,<=50K
46,Private,188316,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
18,Private,74100,Some-college,10,Never-married,Other-service,Own-child,White,Male,8,0,21,United-States,<=50K
42,Private,104363,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
20,Private,60464,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,19,0,22,United-States,<=50K
42,Private,106920,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2,40,United-States,<=50K
18,Private,98177,12th,8,Never-married,Other-service,Own-child,White,Male,14,0,40,United-States,<=50K
43,Private,76606,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7,0,40,United-States,>50K
28,Private,85421,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,9,1,40,United-States,<=50K
32,Private,107649,12th,7,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
23,Private,106460,12th,8,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
69,?,119764,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,89283,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,1,0,40,United-States,<=50K
18,Private,184207,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
42,Private,89357,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,10,1,40,United-States,<=50K
40,Private,140818,Masters,15,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,18,0,40,United-States,<=50K
38,Private,83912,Assoc-acdm,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,<=50K
26,Private,103470,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
22,Private,81911,Some-college,9,Never-married,Adm-clerical,Own-child,White,Male,1,1,40,United-States,<=50K
24,Private,75410,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
43,Private,213658,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,16,1,40,United-States,<=50K
69,Private,127913,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,0,40,United-States,<=50K
23,Private,162940,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,1,0,40,United-States,<=50K
29,Private,110016,10th,6,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
32,Private,175439,Some-college,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
39,Private,173122,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
25,Private,148688,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
23,Private,108732,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
30,Private,139626,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
28,Private,95597,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
44,Private,96987,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
33,Private,212994,Some-college,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
31,Private,129617,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
26,Private,136627,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,0,0,40,Mexico,<=50K
25,Private,189440,Some-college,9,Divorced,Craft-repair,Not-in-family,White,Male,6,0,40,United-States,<=50K
44,Private,86739,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,83804,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
59,Private,88379,HS-grad,11,Married-civ-spouse,Craft-repair,Husband,White,Male,8,0,40,United-States,<=50K
55,Private,88538,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1,40,United-States,>50K
26,Private,83055,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,5,1,40,United-States,<=50K
41,Private,82366,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
50,Private,132370,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
39,Private,124274,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,11,1,40,United-States,<=50K
24,Private,109478,10th,6,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
42,Private,117941,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
18,Private,215255,HS-grad,9,Never-married,Other-service,Own-child,White,Female,2,0,22,United-States,<=50K
22,Private,85236,HS-grad,9,Never-married,?,Own-child,White,Male,7,1,21,United-States,<=50K
30,Private,70784,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
47,Private,71174,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,21,0,40,United-States,<=50K
36,Private,73939,Bachelors,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15376,1,40,United-States,>50K
28,Private,38998,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,10,0,40,United-States,<=50K
41,Private,101631,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
46,Private,114222,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,4,0,40,United-States,<=50K
59,Private,93427,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,14,0,40,United-States,>50K
31,Private,96056,10th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,40,United-States,<=50K
19,Private,144497,Some-college,10,Never-married,?,Own-child,White,Male,28,0,40,United-States,<=50K
63,Private,79569,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
29,Private,123944,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
54,Private,95875,7th-8th,4,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
63,?,73980,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,0,1,40,United-States,<=50K
45,Private,95098,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0,40,United-States,>50K
47,Private,114087,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
27,Private,129476,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,1,1,40,United-States,<=50K
42,Private,186048,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,9,0,40,United-States,<=50K
30,Private,96704,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,1,40,United-States,<=50K
36,Private,123497,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,10,1,40,United-States,>50K
43,Private,103596,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
38,Private,77351,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,15,0,40,United-States,<=50K
48,Private,145249,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
24,Private,142535,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
27,Private,114647,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
26,Private,121907,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,1,0,40,United-States,<=50K
28,Private,83812,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,5,0,40,United-States,<=50K
36,Private,143755,Some-college,10,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,1,40,United-States,<=50K
19,Private,89198,11th,12,Never-married,Other-service,Own-child,White,Female,0,1,18,United-States,<=50K
27,Private,49044,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
22,Private,124087,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,8,0,40,United-States,<=50K
63,Private,119877,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,7,1,40,United-States,>50K
39,Private,157629,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
48,Private,89664,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,4,1,40,United-States,>50K
27,Private,90199,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,1,40,United-States,<=50K
47,Private,95383,Prof-school,15,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,1,0,40,United-States,<=50K
39,Private,180397,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,6,0,40,United-States,<=50K
28,Private,91889,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Female,0,1,40,United-States,<=50K
28,Private,88160,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,4,1,40,United-States,<=50K
26,Private,59684,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,16,1,40,United-States,<=50K
27,Private,134535,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
45,Private,144358,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,51,United-States,>50K
53,Private,115389,Some-college,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,1,40,United-States,>50K
52,Private,90954,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
26,Private,139816,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
25,Private,69332,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
29,Private,75557,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
25,Private,133926,10th,6,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
22,Private,135963,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,1,0,40,United-States,<=50K
39,Private,94958,Some-college,9,Married-civ-spouse,Craft-repair,Husband,White,Male,15,0,40,United-States,<=50K
43,Private,184332,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,117693,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
56,Private,65732,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
47,Private,112853,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,14602,0,52,United-States,>50K
48,Private,139574,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
40,Self-emp-not-inc,86073,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,23,0,60,United-States,>50K
33,Private,58699,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
18,Private,136809,11th,7,Never-married,Other-service,Own-child,White,Female,11,0,25,United-States,<=50K
30,Private,183209,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
35,Private,69750,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1,40,United-States,<=50K
35,Private,102979,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,6,0,40,United-States,<=50K
40,Private,90516,Bachelors,13,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,13,0,40,United-States,<=50K
27,Private,190513,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
47,Private,116402,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,53,1,40,United-States,>50K
42,Private,132160,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
37,Private,100466,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,6,0,40,United-States,<=50K
43,Private,82921,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,6,1,40,United-States,<=50K
28,Private,80118,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
25,Private,101669,11th,7,Never-married,Other-service,Own-child,White,Male,0,1,40,United-States,<=50K
43,Private,186959,Some-college,9,Divorced,Adm-clerical,Unmarried,White,Female,2,0,40,United-States,<=50K
20,Private,129143,10th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,22,United-States,<=50K
26,Private,168453,Assoc-voc,7,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
31,Private,139845,9th,3,Never-married,Other-service,Not-in-family,White,Female,7,0,40,United-States,<=50K
28,Private,170170,Some-college,9,Never-married,Craft-repair,Not-in-family,White,Male,1,1,40,United-States,<=50K
41,Private,111791,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
28,Private,127266,11th,7,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1,40,United-States,<=50K
44,Private,113597,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
36,Private,99305,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4,1,40,United-States,<=50K
38,Private,135730,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,31,1,40,United-States,>50K
64,Private,126736,9th,4,Widowed,Other-service,Not-in-family,White,Female,10,0,40,United-States,<=50K
31,Private,107625,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
31,Private,114519,Bachelors,7,Never-married,Craft-repair,Husband,White,Male,0,1,40,United-States,<=50K
26,Private,99551,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
63,Private,146020,7th-8th,4,Widowed,Other-service,Not-in-family,White,Female,2,0,40,United-States,<=50K
37,Private,197976,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
22,Private,120446,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,5,0,40,United-States,<=50K
28,Private,95195,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,1,0,40,United-States,<=50K
21,Private,96898,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
49,Private,101318,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1,50,United-States,>50K
40,Private,107716,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K
23,Private,54803,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,13,0,40,United-States,<=50K
52,Private,94737,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
42,Private,136328,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,6,0,52,United-States,>50K
41,Private,187968,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,5,0,40,United-States,<=50K
30,Private,172267,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,12,0,40,United-States,<=50K
27,Private,199142,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
38,Private,94850,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,47,United-States,>50K
49,Private,122541,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
26,Private,109741,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
27,Private,85817,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
19,?,137208,HS-grad,9,Never-married,?,Own-child,White,Female,0,0,25,United-States,<=50K
29,Private,91683,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,22,0,40,United-States,<=50K
31,Private,55109,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1,49,United-States,<=50K
45,Private,87365,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
17,Private,92830,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,23,United-States,<=50K
44,Private,45562,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,0,40,United-States,>50K
29,Private,150016,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
38,Private,222172,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
45,Private,108823,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,11,0,40,United-States,<=50K
25,Private,123170,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,7,1,40,United-States,<=50K
42,Private,152626,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2,40,United-States,>50K
18,Private,194995,11th,7,Never-married,Other-service,Own-child,White,Female,5,1,20,United-States,<=50K
25,Private,81779,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,17,0,40,United-States,<=50K
30,Private,86000,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1,40,United-States,<=50K
35,Private,81589,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,15,0,51,United-States,<=50K
44,Private,90394,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,1,40,United-States,>50K
39,Private,169484,Some-college,9,Divorced,Adm-clerical,Not-in-family,White,Female,4,1,40,United-States,<=50K
32,Private,148811,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
19,Private,129147,Bachelors,13,Never-married,?,Own-child,White,Male,0,0,22,United-States,<=50K
22,Private,143608,7th-8th,4,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
42,Private,117345,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
31,Private,90320,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,1,40,United-States,<=50K
45,Private,92296,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,18,0,51,United-States,>50K
33,Private,121319,Doctorate,13,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
38,Private,125205,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
45,Private,91193,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,5,0,52,United-States,>50K
